Article ID,Hashtag,Label,Datetime,LocFreq,LocFreq_N,LocalSimi,GlobalFreq,GlobalFreq_N,GlobalSimi,TagInHeadline,UniqueUser,AvgFollower,MaxFollower,MedianFollower,Trends,ExpectedLocFreq,ExpectedLocFreq_N
414,#ecb,1,2014-12-04 14:16:13.432100+00:00,1,1,0.4304456586693324,0.585016655937143,0.005717103965279148,0.41490304530473,1,0.75,0.4845891934591658,0.42107177130030765,0.4553275487216178,2,1,1
414,#biznews,0,2014-12-04 14:16:19.197627+00:00,0.5,0.3333333333333333,0.4322114880520468,0.568434440667981,0.004611022354948146,0.35000903101981423,0,1,0.5506182332788918,0.4288738117784926,0.574625704088419,2,1,1
21,#liverpool,1,2014-12-04 14:17:35.808363+00:00,0.178103593554011,0.02083333333333333,0.6785606831908265,0.767315955233597,0.055026671979142086,0.7140059058236895,1,1,0.5087431876868167,0.4183592625508846,0.5309248672785107,2,0.4603911105808009,0.10416666666666667
21,#news,0,2014-12-04 14:17:37.121215+00:00,0.178103593554011,0.02083333333333333,0.5161253061125372,0.998145049424029,0.977094132672226,0.10508477957193872,0,1,0.5073445370746524,0.4188117206326331,0.529465234189351,2,0.4603911105808009,0.10416666666666667
1,#autumnstatement,1,2014-12-04 14:17:46.177830+00:00,0.917959873270396,0.75,0.12347895939491653,0.538319376604967,0.003195896626553561,0.6858444319953152,1,0.952380952380952,0.6173556127743398,0.6134587770105615,0.5379243149590333,2,1,1
10,#ericgarner,1,2014-12-04 14:18:35.727583+00:00,1,1,0.4496741234324961,0.865386296917066,0.1873071611757743,0.6272424966239472,1,0.975903614457831,0.6523815132199184,0.7342492368391454,0.4886188750053643,2,1,1
356,#ecb,1,2014-12-04 14:19:10.356555+00:00,1,1,0.6980224441792856,0.585016655937143,0.005717103965279148,0.9588792169386956,1,0.8,0.6101909346245824,0.5509730860126345,0.5339023171037764,2,1,1
408,#tech,1,2014-12-04 14:28:49.945336+00:00,0.811507562957249,0.6,0.4509389623932366,0.871024209866781,0.20091931347405803,0,0,1,0.6751039826621584,0.6083878347938014,0.5219087730356757,2,1,1
11,#spectre,1,2014-12-04 14:31:18.109304+00:00,1,1,0.42285971883079865,0.731667995629845,0.035474452554744525,0.9880331241301122,1,0.947316103379722,0.628137517049711,0.8083377285038467,0.4445439247152598,2,1,1
11,#goodtobebond,1,2014-12-04 14:31:25.772593+00:00,0.7167907224371658,0.13951219512195126,0.16954111643516892,0.522004684898727,0.0026080094693233377,0.9998268985338524,0,0.964788732394366,0.5568436573654697,0.6768468513821077,0.439099080864543,2,0.8752423681237246,0.4204878048780488
5,#orion,1,2014-12-04 14:32:21.477147+00:00,1,1,0.5427481901659169,0.826541268007581,0.1155139080686526,0.6185474233943905,1,0.955257270693512,0.6688334726246155,0.7964455824664503,0.4914387819308246,1.4122137404580153,1,1
5,#nasa,1,2014-12-04 14:32:39.591785+00:00,0.877889646765591,0.4732142857142857,0.4356904321045659,0.737584875490856,0.03818504636022884,0.9440911896635796,1,0.976076555023923,0.620886239147883,0.6452076948064106,0.5024324842924895,2,1,1
11,#bond24,1,2014-12-04 14:33:18.937964+00:00,0.835208055149576,0.31688804554079697,0.5337652967653194,0.637730198997789,0.011019925034523577,0.9888367028702848,0,0.963746223564955,0.6263853954751832,0.7729206049840266,0.41996085610037476,2,0.9930252606559498,0.9525616698292221
10,#blacklivesmatter,1,2014-12-04 14:34:49.592969+00:00,0.656066049668434,0.13804713804713806,0.3629950618570433,0.795312117916463,0.07831919510751628,0,0,0.975609756097561,0.5813682755897309,0.5952040085077435,0.4974277295088379,2,0.8489033782589466,0.4208754208754209
10,#icantbreathe,1,2014-12-04 14:35:48.377070+00:00,0.810985572490228,0.3366013071895425,0.4268369441822089,0.839003576051528,0.1348905109489051,0.6371204684298237,0,0.961165048543689,0.6371125622099693,0.6464849463306962,0.5328319322702778,2,1,1
407,#autumnstatement,1,2014-12-04 14:36:20.162284+00:00,1,1,0.05092510914250112,0.538319376604967,0.003195896626553561,0.6194268605338746,1,0.935483870967742,0.603894840426312,0.6134587770105615,0.5192552778425522,1.1,1,1
424,#orion,1,2014-12-04 15:25:08.095697+00:00,1,1,0.5682507926551834,0.826541268007581,0.1155139080686526,0.8482817833594061,1,0.956473214285714,0.8203152904817679,0.9667998989725705,0.4617561728474865,0.5027932960893855,1,1
481,#spectre,1,2014-12-04 18:16:49.938454+00:00,1,1,0.4150518761458284,0.731667995629845,0.035474452554744525,0.9856358511709844,1,0.953977272727273,0.7247236942465379,0.9780400805485465,0.44779742695378877,-0.6424050632911392,0.8753642942081332,0.3574272069273226
10,#followme,0,2014-12-04 19:30:06.686716+00:00,0.393504859424704,0.008145849495733127,0.3865572321370117,0.75415329011267,0.046928388242256855,0.4396901094079052,0,0.9,0.4941213209557494,0.43115326532033627,0.4716147789289574,2,0.5333635901726127,0.0252133436772692
481,#bond24,1,2014-12-04 19:36:37.565359+00:00,0.84221866059067,0.26897730046375395,0.5145723976329671,0.637730198997789,0.011019925034523577,0.9762317433724048,0,0.952802359882006,0.7373111517464281,0.922350650348215,0.46317153052379145,2,0.97429111777253,0.8074200634610691
26,#apple,1,2014-12-04 19:43:05.726366+00:00,0.946518383367687,0.7235576923076923,0.32328536426913684,0.865597626623525,0.1878003550996252,0.4885507416371495,1,0.797202797202797,0.8195017990778125,0.9415104345157963,0.3981705212159726,2,1,1
12,#icantbreathe,1,2014-12-04 19:44:37.819381+00:00,0.46967098044386,0.0967741935483871,0.11682538359268073,0.839003576051528,0.1348905109489051,0.2088527332164013,0,1,0.5018714061749074,0.44063742915758497,0.36853424239140414,2,0.7348354902219298,0.3225806451612903
